index,owner,repo,commit_sha,source
227,pytorch,executorch,c61b2ed1d022ae0681e1a6547bbba8c95acd6854,Own_Extracted_Dataset.xlsx
228,ggml-org,llama.cpp,f9ec8858edea4a0ecfea149d6815ebfb5ecc3bcd,Own_Extracted_Dataset.xlsx
229,axolotl-ai-cloud,axolotl,3750d7dd64a2c0699d5009392d85de525f7414c6,Own_Extracted_Dataset.xlsx
230,openvinotoolkit,openvino.genai,87f9d9ef73f7e827d593bd8e00eccf6740bf9cbe,Own_Extracted_Dataset.xlsx
231,Fir-lat,LaVer,abe70c7c19666decbefb5811d7d878d490f1e56c,Own_Extracted_Dataset.xlsx
232,jiaxiaojunQAQ,OmniSafeBench-MM,84a4d1708e42e8059cf3150e5c35dcd821c0b39e,Own_Extracted_Dataset.xlsx
233,gnanaprakash2918,AI-Media-Indexer,63404fefae969b2ad5d3e35202a8a1800eafd311,Own_Extracted_Dataset.xlsx
234,quic,efficient-transformers,46ed92b22abb6b14f5df95c2b92df32d5efbd051,Own_Extracted_Dataset.xlsx
235,huggingface,optimum-habana,6afa2ca282d345ccb27838bf580e997ce13c4d8c,Own_Extracted_Dataset.xlsx
236,IVY-LVLM,SALOVA,e507cab2b454e40d3459162cfcd850ac8181d171,Own_Extracted_Dataset.xlsx
237,flagos-ai,FlagGems,9c206de20eec4698a90c2974b30ed4a0413420a7,Own_Extracted_Dataset.xlsx
238,EvolvingLMMs-Lab,lmms-eval,b0da65de53bfa6fd52010b7d1a86dfd2f598764c,Own_Extracted_Dataset.xlsx
239,KLL535,ComfyUI_Simple_Qwen3-VL-gguf,2490c282e9f99f7963adb5446428a5fb56007832,Own_Extracted_Dataset.xlsx
240,Luckybalabala,llama-cpp-AutoGLM,694dc092b1c34b16ce7008e83bf41683128640dc,Own_Extracted_Dataset.xlsx
241,maybleMyers,H1111,8e96060e71b9a34e3dd9bc64eaf53297ca28e201,Own_Extracted_Dataset.xlsx
242,techmn,cdchat,8b59976020de2bf0e2d1b7646e6b376cde02890f,Own_Extracted_Dataset.xlsx
243,shakfu,cyllama,3bf0290c31ecc276c6be543a1b674040f32bb2b0,Own_Extracted_Dataset.xlsx
244,walke2019,ComfyUI-GGUF-VLM,1c4733246e7d5699be0ecbe954913f74e3b5f9b5,Own_Extracted_Dataset.xlsx
245,jacklishufan,LaViDa,24220c0077f403d24ca52968b6a7c55b687d5c2f,Own_Extracted_Dataset.xlsx
246,tw-haiven,haiven,c0bd35ea6188e92d31110532cc92aa7c1288615f,Own_Extracted_Dataset.xlsx
247,Lyu6PosHao,HME,75bf8f7c3fbc511d7711f5da8f8bec68b929d83a,Own_Extracted_Dataset.xlsx
248,EvolvingLMMs-Lab,lmms-engine,2725473e746735fccbb7c66a1dcbef2eec97c179,Own_Extracted_Dataset.xlsx
249,Eliot-Shen,DF-LLaVA,780c9bc951898050cd77a837fe740abcf21ea9a7,Own_Extracted_Dataset.xlsx
250,bytedance,Sa2VA,f445521bd1dc74d33078b30762c6423dab876199,Own_Extracted_Dataset.xlsx
251,ParisNeo,lollms_client,e10bd27f49b7a25daa59c086aaa9cf8dc596bc92,Own_Extracted_Dataset.xlsx
252,IP127000,openVLA-Qwen2-0.5B,940c7616deaef12458493089846c7b67749865f2,Own_Extracted_Dataset.xlsx
253,ijstokes,tutorial-local-llm,16b39c9b9005d558a378ce432dabc23fb110a2ae,Own_Extracted_Dataset.xlsx
254,markl-a,My-AI-Learning-Notes,a0991e3243be331c841590f7b0dfa32c3b8c8577,Own_Extracted_Dataset.xlsx
255,chapmanjacobd,library,f38b4b67f1d36d670ae01cc3e385405cb13ae70d,Own_Extracted_Dataset.xlsx
256,X-iZhang,CCD,b4d8b8c2db692fc5bc1970c4ed9ee0383d5fe9d3,Own_Extracted_Dataset.xlsx
257,nkkbr,ViCA,96e8a61b7afe23da3908280cc4872d36311945aa,Own_Extracted_Dataset.xlsx
258,xuyang-liu16,GlobalCom2,96b2d00b86a22495285ab448cc89faedafddd78d,Own_Extracted_Dataset.xlsx
259,dusty-nv,jetson-containers,bf3c8b0b94f09f5c353dd8b94badb76235d866e4,Own_Extracted_Dataset.xlsx
260,BandwagonVibes,fixxer,2bf71995725b37b80a8649c533d004f1b451ce40,Own_Extracted_Dataset.xlsx
261,erfanzar,EasyDeL,748550c8a2d7514557477de02a4b8053a41a90f4,Own_Extracted_Dataset.xlsx
262,jayneelparekh,learn-to-steer,6e0d11a71e65481285f46191cc42ff71e8b9c5d4,Own_Extracted_Dataset.xlsx
263,hydropix,AutoDescribe-Images,ca12280b0b1efca0260982523466e4713961ea4e,Own_Extracted_Dataset.xlsx
264,dagthomas,comfyui_dagthomas,85b73e2be6d4bd8a58366a478020dcb4b070c131,Own_Extracted_Dataset.xlsx
265,UbiquitousLearning,mllm,0c945f3b6e0ea93af313cd4feb210c6bb73b1131,Own_Extracted_Dataset.xlsx
266,epigen,CellWhisperer,a96b815e5f1f3e96a31e1a6907f01e9c288a2d42,Own_Extracted_Dataset.xlsx
267,uwdb,VOCAL-UDF,d26fa010d3d85187a46a8abb6f9dd4ba5f94d388,Own_Extracted_Dataset.xlsx
268,Visual-AI,Pancap,b8012a494bf33ff82c3ba65f4534a04b5035d7ac,Own_Extracted_Dataset.xlsx
269,ai4colonoscopy,IntelliScope,cd5866df79dda4619b337618e4d9d23d9f3a4e86,Own_Extracted_Dataset.xlsx
270,Shibiko-AI,ShibikoAI-ComfyUI-Tools,3909475a2d9d49d35a42569e264d0cc8266ca244,Own_Extracted_Dataset.xlsx
271,hq-King,SeqAfford,f6bd22db7026dc32e9b87d4e634df869ae7c7f15,Own_Extracted_Dataset.xlsx
272,Seeed-Projects,jetson-examples,3328ea66fed254003ec161dfea48fb5a398c112a,Own_Extracted_Dataset.xlsx
273,lanxiang1017,GEM,7edee7e20408cf3e855a4ace6f6b291b1e7b8485,Own_Extracted_Dataset.xlsx
274,CodeGoat24,UnifiedReward,3c16510485bb9c924bfedc8b4d09c1b4e4f772ba,Own_Extracted_Dataset.xlsx
275,Ivan-Tang-3D,ENEL,bd60441788eda3c2199299a0dd3f12d3c62df568,Own_Extracted_Dataset.xlsx
276,syun88,VLA-from-FastVLM,5a8d56db80418fb2071f7f7747415ecc5d80727f,Own_Extracted_Dataset.xlsx
277,bigsk1,voice-chat-ai,3368442f4115fff5f7f42e0c4a952c13f9b89e75,Own_Extracted_Dataset.xlsx
278,lucafoscili,lf-nodes,beebb1eae44330fbd701f56eb6cda2ab6ae1a07f,Own_Extracted_Dataset.xlsx
279,Visual-AI,3DRS,0401f547778c5de2e9e889c0606442087128c13d,Own_Extracted_Dataset.xlsx
280,Ascend,MindSpeed-MM,afbb58ae1d3415c8a81b373037f639c8d1fbbb90,Own_Extracted_Dataset.xlsx
281,SafeRL-Lab,AccidentBench,4abe9d836d0b978f0d9a7953fc0546eefd1fb4ed,Own_Extracted_Dataset.xlsx
282,triton-inference-server,tutorials,2d829606c02d0adb8eaf43e53df799e0794b5b6a,Own_Extracted_Dataset.xlsx
283,Ganador1,FenixAI_tradingBot,6e12bb342f040f1a1c1b06ea6fa5c1bfd2d1efc1,Own_Extracted_Dataset.xlsx
284,galactic123,MFP,3e71b3b046618e9482ef741ef6be9da1f5f1dda7,Own_Extracted_Dataset.xlsx
285,xuyang-liu16,MixKV,bf5ddc459597d2ea9fcd62482e54880409f9ec2a,Own_Extracted_Dataset.xlsx
286,thunlp,ChartCoder,47d965c971be15eebc5bd495c87efcfa34b2016a,Own_Extracted_Dataset.xlsx
287,yu-lin-li,DyToK,3c3cc52d71b53fe0bec12446239bc8b3e90f2e65,Own_Extracted_Dataset.xlsx
288,lern-to-write,STC,a216a28fc140600890f16b6212faa278c0691ec3,Own_Extracted_Dataset.xlsx
289,waybarrios,vllm-mlx,bd1d08fb7f99bdeb136d7379c3a8351537b8d6bd,Own_Extracted_Dataset.xlsx
290,intelligolabs,CoIN,26578fdbeac9b3826f493dd3344dfdf4e9c670fd,Own_Extracted_Dataset.xlsx
291,agustif,llm-lmstudio,5a0efe55d122d61f4707df14175745144aca7302,Own_Extracted_Dataset.xlsx
292,Keyvanhardani,german-ocr,b9f8312cf8f4b826d5ad06698e610b6967eb1ffb,Own_Extracted_Dataset.xlsx
293,chrisjz,aiden,45609851bf27caa86c294c78c28a68c0bde1b3db,Own_Extracted_Dataset.xlsx
294,fereenwong,cdViews,5b64ba3ea44e1253317466c90914efa8b442062a,Own_Extracted_Dataset.xlsx
295,gokayfem,ComfyUI_VLM_nodes,8bd18dd52bb4f09637f65def091908c557cc8b72,Own_Extracted_Dataset.xlsx
296,zaiquanyang,LLaVA_Next_STVG,d904f1a7e8e386694baa91698134fadc5f7b8f8c,Own_Extracted_Dataset.xlsx
297,NVIDIA-NeMo,Megatron-Bridge,c299283eca10d37e1081749a2f275c630dfc8101,Own_Extracted_Dataset.xlsx
298,hongbo-miao,hongbomiao.com,2c949b85edaa4dc6e7bf299e58a7299df943e7fd,Own_Extracted_Dataset.xlsx
299,lucidrains,pi-zero-pytorch,667d979d6409717200a79fad5b6ef5ad48bc08b5,Own_Extracted_Dataset.xlsx
300,open-edge-platform,anomalib,a38f19f493524b8c1508a44c1524bdfd61ef2e50,Own_Extracted_Dataset.xlsx
301,vllm-project,llm-compressor,3f25fd114448fe16853e49e407e51f28b254daa2,Own_Extracted_Dataset.xlsx
302,starVLA,starVLA,bc6af720b5311ec7f30a06ddc5621fa644bcfd8e,Own_Extracted_Dataset.xlsx
303,NVIDIA-NeMo,NeMo,93950b796abb03695b2e37434769e7caa7335a17,Own_Extracted_Dataset.xlsx
304,trycua,cua,7404c13e7736c668170afce36a0c5ddff4f4c534,Own_Extracted_Dataset.xlsx
305,r-vage,ComfyUI_Eclipse,5045d540fc0d1055ec6f29b1035ace691f85422e,Own_Extracted_Dataset.xlsx
306,UKGovernmentBEIS,inspect_evals,80b12adcf8e9de124b5b4fb333bc92c0c074f796,Own_Extracted_Dataset.xlsx
307,InternLM,xtuner,8d569d5f61ba3aa70a34b28492bb4beee812d010,Own_Extracted_Dataset.xlsx
308,NVIDIA,Isaac-GR00T,d483f00b1c13116bda020bead9d16dca497b2f6d,Own_Extracted_Dataset.xlsx
309,modelscope,evalscope,1ab8fcaea0f6b6172610f8b9c4603f8d7905eb57,Own_Extracted_Dataset.xlsx
310,jarrycyx,openlens-ai,f4fc0621f9ef5128e7b0b39e3356cb871adb49ab,Own_Extracted_Dataset.xlsx
311,NVIDIA-NeMo,RL,48dbb37970e4e5b50d5f6f684a1031d820350753,Own_Extracted_Dataset.xlsx
312,NVIDIA-NeMo,Curator,faff40f351c38dff20f22754b87c5e62b259cdb2,Own_Extracted_Dataset.xlsx
313,stanford-crfm,helm,26b9af43b761fe73d571fc5b7fe04e80698c9179,Own_Extracted_Dataset.xlsx
314,opendilab,LightZero,8ec0169e73d3ad45bac4730f06bd270f5636fe77,Own_Extracted_Dataset.xlsx
315,tier4,AWML,495df6daec857f40c8fe2349cf629e6d08a12a2e,Own_Extracted_Dataset.xlsx
316,YalaLab,rate-evals,561813881b4e956c04a6a5a14d4ff6f69ff5c926,Own_Extracted_Dataset.xlsx
317,linagora,openrag,efa103ff60e9f554d4845c30acd29a18b1fc68d5,Own_Extracted_Dataset.xlsx
318,RoboticsData,score_lerobot_episodes,a9955c0a174aab7d07f9cecc09bb6e61faa4e694,Own_Extracted_Dataset.xlsx
319,SanDiegoDude,SCG_LocalVLM,540bc9f8980f5ab60592761cddfc0ea7c352a5b2,Own_Extracted_Dataset.xlsx
320,fal-ai,arbiter,656b6689bdaea4f17afe7387f2d9f36e10867e32,Own_Extracted_Dataset.xlsx
321,Physical-Intelligence,openpi,bd70b8f4011e85b3f3b0f039f12113f78718e7bf,Own_Extracted_Dataset.xlsx
322,nvidia-cosmos,cosmos-predict2.5,3060c7fbc0397e0aca7108ade39eaf70676fed82,Own_Extracted_Dataset.xlsx
323,r-uben,deepseek-ocr-cli,1ad703378fb185bfad888fe7974a20c18f7122af,Own_Extracted_Dataset.xlsx
324,filipstrand,mflux,d70c8edb8c2a5fe8a0d797c39c3cb7857012db4d,Own_Extracted_Dataset.xlsx
325,Vertax42,openpi,ce70ccbd92a548ae62619bfb438014644944e76a,Own_Extracted_Dataset.xlsx
326,linkedin,Liger-Kernel,6059dfb2158cf3399b27f2b124939aac8e4fcd31,Own_Extracted_Dataset.xlsx
327,voxel51,fiftyone-plugins,22b98effca919552c84fab66f95314693ab36322,Own_Extracted_Dataset.xlsx
328,facebookresearch,dinov2,cf3c71a7244d92c2c7da54f6efc89588daaf6f34,Own_Extracted_Dataset.xlsx
329,jwest33,abliterator,6f87d1d0b8ba57c9d6d6a199f2bffb360c04ddbf,Own_Extracted_Dataset.xlsx
330,MIC-DKFZ,VoxTell,c40ad85f324ff26c9bb0fabd2a184a709b0f7032,Own_Extracted_Dataset.xlsx
331,NVIDIA-AI-Blueprints,rag,42962afb228a788ce234ce63c04f754049e74310,Own_Extracted_Dataset.xlsx
332,meteofrance,mfai,6de71012131ce2c82505deb0594a208c25361cd2,Own_Extracted_Dataset.xlsx
333,jh941213,ollama-document-parser,22e19e96a796ffc3ad28cea5b2e889b39acf679e,Own_Extracted_Dataset.xlsx
334,NVIDIA-AI-IOT,live-vlm-webui,7e726bfb76c2cdcfdfff6eee852ff41810ffc23a,Own_Extracted_Dataset.xlsx
335,kungfuai,CVlization,6c7e2824aa453250271d57563d8bfb32569e0960,Own_Extracted_Dataset.xlsx
336,allenai,DrawEduMath,396ce39240ddd6805ce68602b9675ea7b7cf7149,Own_Extracted_Dataset.xlsx
337,PanocularAI,symphony-learn,a157d6fcee772a986f3a5cddf32702cd3b489a77,Own_Extracted_Dataset.xlsx
338,seanpedrick-case,doc_redaction,9ab85e08bc681c125a864cab138e1f37f1f48268,Own_Extracted_Dataset.xlsx
339,opendatalab,MinerU,eed479eb56bba93ee99c1a8c255d509bd2f837e5,Own_Extracted_Dataset.xlsx
340,1038lab,ComfyUI-QwenVL,03e7dc48e6c183aafc20be9332235382aa5e0f2c,Own_Extracted_Dataset.xlsx
341,PaddlePaddle,PaddleOCR,da4639650edbb98e85b1050495e2c8eb3a027abf,Own_Extracted_Dataset.xlsx
342,microsoft,mscclpp,11b7b358321a97a596997143cef73d9fb77e3e1c,Own_Extracted_Dataset.xlsx
343,IntelLabs,blueglass,869a1f3d2b132b6a31f7b71032b31f11f396ebf5,Own_Extracted_Dataset.xlsx
344,fblissjr,heylookitsanllm,e583e329b58f5bd109114aaf7f4c661fa8e0159d,Own_Extracted_Dataset.xlsx
345,vlm-run,vlmrun-hub,55b534d87980aaca55fba28a4a6062a58f8f01ab,Own_Extracted_Dataset.xlsx
346,kijai,ComfyUI-Florence2,6c766b13f4908a86cfbd6357d6d485c80e0f3a2f,Own_Extracted_Dataset.xlsx
347,jzhzhang,Uni-NaVid,79ef5ea3fea14c205342d1ab070563d84c7a966a,Own_Extracted_Dataset.xlsx
348,Traffic-Alpha,awesome-V2X,959974a2c4790c47ea42c997ca304b255862feb1,Own_Extracted_Dataset.xlsx
349,InternRobotics,InternNav,b654fbbe2f7a298a3d8263928ce67a4b9ac30b09,Own_Extracted_Dataset.xlsx
350,z-lab,flash-colreduce,57379034bcb9b90391fe178c96e7de19f7433bb6,Own_Extracted_Dataset.xlsx
351,opendatalab,mineru-vl-utils,2c41db4a0e7b00de38aca087591b112469b39c39,Own_Extracted_Dataset.xlsx
352,sii-research,siiRL,297950ae5429ff6b35e7ae38b2c608bcf0cfe18d,Own_Extracted_Dataset.xlsx
353,PozzettiAndrea,ComfyUI-Grounding,8a8c0dbc26f6644c662be3e55c8ba5c802b34c6b,Own_Extracted_Dataset.xlsx
354,vlm-run,vlmrun-python-sdk,e49fd1e6bdf4aa45962d704a1d4c04790e00aefe,Own_Extracted_Dataset.xlsx
355,qtzx06,gclear,951de9fc7e9e200427b9618337fab295d1898c9e,Own_Extracted_Dataset.xlsx
356,tihado,AMD_Robot_Hackathon,8ccf9c2717c6aecbbd6a127a05d8ca71c3973bf2,Own_Extracted_Dataset.xlsx
357,IliaLarchenko,behavior-1k-solution,3327cab42815e37dac72b3c910e4dbe004495a66,Own_Extracted_Dataset.xlsx
358,Marker-Inc-Korea,KO-VLM-Benchmark,1c786dca65dd02698f0c4bde80513efce229d8df,Own_Extracted_Dataset.xlsx
359,kanishkamisra,minicons,b7e0a82cb4c22ac0b3871ded0ab445fca5d63a54,Own_Extracted_Dataset.xlsx
360,Thinklab-SJTU,DriveMoE,5830174b3ce15c98211b4274b1b4d78ea70150b0,Own_Extracted_Dataset.xlsx
361,OpenMind,OM1-modules,eed03c9ccaf00641c706404e32f5b161804512a8,Own_Extracted_Dataset.xlsx
362,Robotics-STAR-Lab,ApexNav,d0575ab1d95c0c8bf40ca31e5fd8d49da18cd4fe,Own_Extracted_Dataset.xlsx
363,allenai,olmocr,b274e893d7d80f7063b52e1de357170b4beb7262,Own_Extracted_Dataset.xlsx
364,ZhiyingDu,HiMoE-VLA,27a2c46932d8b6373ca0074eb997f299bcd4f6f5,Own_Extracted_Dataset.xlsx
365,PaddlePaddle,ERNIE,9658b15012103b3a22c5732942ff903d49351b7a,Own_Extracted_Dataset.xlsx
366,guanweifan,RoboNeuron,f4b2a705380050a76765583251490b2cc5c6e173,Own_Extracted_Dataset.xlsx
367,cagataycali,strands-robots,6bafb0f6a5a6bb039380254a8d2063f8a7fadb6d,Own_Extracted_Dataset.xlsx
368,microsoft,VITRA,e1d5e1cb94c26f9f3034bd660b42bcc1ff35c0cf,Own_Extracted_Dataset.xlsx
369,VAGOsolutions,sauerkrautlm-colpali,dd525fe64d81434eb000f5ef4afa5417105baa98,Own_Extracted_Dataset.xlsx
370,onkernel,kernel-oagi,706bd4be5ad54b2f8763f5b82bc6febe7b39825f,Own_Extracted_Dataset.xlsx
371,be2rlab,km-vipe,04941f83d5fdd95676d935a55b6486418e6bbe7f,Own_Extracted_Dataset.xlsx
372,Liquid4All,leap-finetune,1af6122aac9e3ba2cf2c821a912f15e1fac808ef,Own_Extracted_Dataset.xlsx
373,haosulab,ManiSkill,c9ec2b10017bd8cd8cf279d035393a54b58a4a4c,Own_Extracted_Dataset.xlsx
374,SpikeAgent,SpikeAgent,ec93b5a2c62a43dd992c026643366f3d00e0d3c8,Own_Extracted_Dataset.xlsx
375,kossisoroyce,train_grpo.py,5b3748922917df9a06ae333f183b6b943539cb65,Own_Extracted_Dataset.xlsx
376,langfengQ,verl-agent,373e6b221cd88db45a1d303da5dd7871630efe09,Own_Extracted_Dataset.xlsx
377,Agent-One-Lab,AgentFly,8a9d8c9902d79cb9f3c4eacdfd5e021e02640143,Own_Extracted_Dataset.xlsx
378,chasemetoyer,gameplay-vision-llm,2818584648e34264afe188035a7922bc86037821,Own_Extracted_Dataset.xlsx
379,Koko-boya,Comfyui-Z-Image-Utilities,611b6ad9808835af5a2fe7f247cca1151e4fe942,Own_Extracted_Dataset.xlsx
380,tsiendragon,qwen-image-finetune,5019d46278555e154b035ea9e5811502441223b9,Own_Extracted_Dataset.xlsx
381,KU-AIVS,Dobot_Pi,3f223280c3b96f00b444b705c012441b2f87ba5d,Own_Extracted_Dataset.xlsx
382,OpenHelix-Team,HiF-VLA,a1a25e5641cd499d41f722ec2ef6ea35d35febad,Own_Extracted_Dataset.xlsx
383,Mungeryang,colqwen3,f460112d6cd75dacf26372b207eb56843e8005b1,Own_Extracted_Dataset.xlsx
384,mwc360,LakeBench,1b0223c7facb612caa7187a74848f0906f8260c0,Own_Extracted_Dataset.xlsx
385,Fsoft-AIC,LibMoE,52fa34981f008b26aee89eff1be608b676b63b21,Own_Extracted_Dataset.xlsx
386,MNeMoNiCuZ,ComfyUI-mnemic-nodes,792715fd32c76cbacefdcf58fcceb6fc77d57074,Own_Extracted_Dataset.xlsx
387,PKU-Alignment,VLA-Arena,f1d7585dcc6c959de47526b1b26656434994677c,Own_Extracted_Dataset.xlsx
388,ZYangChen,openvla,424fc4d5f27d3f73cb01f913dfe340920b6d6d5e,Own_Extracted_Dataset.xlsx
389,X-Square-Robot,wall-x,05b6d8dcf79b68be47344a71ae99ba43f425b962,Own_Extracted_Dataset.xlsx
390,JiuTian-VL,CogVLA,cd6d270b618011f61d7e0731feec66c5a244cc38,Own_Extracted_Dataset.xlsx
391,HorizonRobotics,alf,8a3b37e9617def146634a109569e6171e7d0fbb0,Own_Extracted_Dataset.xlsx
392,lee101,stock-prediction,a941985bcede694bfacf9651e80da9e92179675b,Own_Extracted_Dataset.xlsx
393,gokayfem,ComfyUI-fal-API,809cf424b44f40c0211d579a8462e0c4c93b4905,Own_Extracted_Dataset.xlsx
394,TinyLoopX,RLLaVA,0c73645d2a7b07344c72a3d9df347c9ada565152,Own_Extracted_Dataset.xlsx
395,JJJYmmm,Multimodal-RoPEs,c8d382355b9c8ffde62fe2547fd6e9c91383a8d0,Own_Extracted_Dataset.xlsx
396,Zxy-MLlab,BadVLA,ae0480301a791be470f1ce61bedc0fc49e44a88e,Own_Extracted_Dataset.xlsx
397,LiAutoAD,LightVLA,3d4d48e7c5bb750660f3324fc1e26dbaa1134c55,Own_Extracted_Dataset.xlsx
398,NHirose,OmniVLA,ada71e9c01cdc99920f6645b48f53257e2687bd0,Own_Extracted_Dataset.xlsx
399,roboflow,maestro,f394fce0b2c2fe98b3f457ad5abb61a9c7e88c7b,Own_Extracted_Dataset.xlsx
400,MICS-Lab,thunder,9d402e59d01d97f38e490007b537aed9c7c5d2eb,Own_Extracted_Dataset.xlsx
401,moonmath-ai,cosmos-predict2.5-moon,8e2de87f3df9f8d12bd4d0fe26e752da5a31b5f1,Own_Extracted_Dataset.xlsx
402,MalvinaNikandrou,mafed,1899a5796131737f33a7633249d23bbf1c1c9e63,Own_Extracted_Dataset.xlsx
403,AdaptVision,AdaptVision,e8b1fa3df4a71892b8e2daed292ef10fc60c455a,Own_Extracted_Dataset.xlsx
404,openvino-book,PaddleOCR-VL-SFT-for-Japanese-Manga-on-RTX-3060,025766e1c77031dc798223751c98258b299e07fe,Own_Extracted_Dataset.xlsx
405,KE7,graid,e2306a089115b6f5453dd7d32eb0b677d727ec76,Own_Extracted_Dataset.xlsx
406,alanagoyal,ghostbusters,ce525947d80af1df821368043f02f9eb170467a5,Own_Extracted_Dataset.xlsx
407,kozistr,pytorch_optimizer,1b1313b04f95b0f65a13d0be9257385497f63e37,Own_Extracted_Dataset.xlsx
408,ShenSheiBot,pdf2epub,d00f540bb66411632d86c0b87fb16a2aaffc3782,Own_Extracted_Dataset.xlsx
409,LivSynRobotic,RealDualVLA,b23561626c567dcad8f6dbfcd36e36a217ab1e00,Own_Extracted_Dataset.xlsx
410,gmum,FlySearch,bd3dcb62dbdf23c1cddd86975a57268bc1818c83,Own_Extracted_Dataset.xlsx
411,Dexmal,dexbotic,0e89d15b7f659bffc4f397a2aa72169726de5ca7,Own_Extracted_Dataset.xlsx
412,NVIDIA-NeMo,Automodel,4e9d32b599ab84501bb8964e601285e4adc3dc70,Own_Extracted_Dataset.xlsx
413,bghira,SimpleTuner,d189a49c212fb684a9c697267c636d2a5366e05d,Own_Extracted_Dataset.xlsx
414,shell-nlp,gpt_server,8fad613be165f5a79d64ac93ceb0d4a8b4cac990,Own_Extracted_Dataset.xlsx
415,stephansturges,Tator,cef28599ba6f01a046215b07b29391bc226aa3fa,Own_Extracted_Dataset.xlsx
416,amir84ferdos,ComfyUI-ArchAi3d-Qwen,5d3012c0b2a9618c2242a5cbbd9ab77979914716,Own_Extracted_Dataset.xlsx
417,Project-N-E-K-O,N.E.K.O,5e85e4d32ae6c5cb87023baceaf4340f01ed47ba,Own_Extracted_Dataset.xlsx
418,oidlabs-com,Lexoid,586e8c942917eb2d3f9a037ef636ab2d12644c96,Own_Extracted_Dataset.xlsx
419,modelscope,DiffSynth-Studio,11315d7a40fb645f7806298e50613ab6663912fa,Own_Extracted_Dataset.xlsx
420,ZhiHui6,zhihui_nodes_comfyui,e39c46013a70968aea1ed1e17fbd74259be1c20b,Own_Extracted_Dataset.xlsx
421,NotPunchnox,rkllama,5a1333911dce9b056709330ad672d29718cf9b3a,Own_Extracted_Dataset.xlsx
422,modelscope,modelscope,a7f50d45164cfaa3f8797d05a63a039eb7163fd0,Own_Extracted_Dataset.xlsx
423,datalab-to,chandra,cba67c6d15160b80233a32507dfbcebcb9205765,Own_Extracted_Dataset.xlsx
424,mochenya,certificate-analyzer-VLM,b74e83bbcf066352aa4e90a33c537d2cf9dc9e51,Own_Extracted_Dataset.xlsx
425,lpalbou,AbstractCore,5bfd9a86fcf91751182471a8de9f1d1f1a6a8189,Own_Extracted_Dataset.xlsx
426,vllm-project,speculators,b3f6b104e828178bb537d4ac80f01f49dbfc8bc4,Own_Extracted_Dataset.xlsx
427,douglas125,SelfTestingGAT_LLM,448b1a8eb6d0d93f5a950d84e3e3d8aaaa6ea794,Own_Extracted_Dataset.xlsx
428,togethercomputer,together-python,137b84e5127308dd709dad22a6274f4d15286f43,Own_Extracted_Dataset.xlsx
429,WingeD123,ComfyUI_QwenVL_PromptCaption,d28e64840735516e52bede20f10889bc01f11dc4,Own_Extracted_Dataset.xlsx
430,SwanHubX,SwanLab,fc0890ee9ec56b13c410090a17deb0fe3f0d40d5,Own_Extracted_Dataset.xlsx
431,Ltamann,ComfyUI-TBG-ETUR,dedee5cd15c69222b1de4e1cc8a867c331fc499f,Own_Extracted_Dataset.xlsx
432,Wan-Video,Wan2.2,81e67351b81197330c9533e7f345233e7702b44a,Own_Extracted_Dataset.xlsx
433,paolaoshi,ComfyUI-Qwen3VL-DP,6374d908a6fd93b3edeca5a47620be6054d1df1f,Own_Extracted_Dataset.xlsx
434,paolaoshi,ComfyUI-Sa2VA-DP,5ca51db3f82dc8af26498a2e9fd4278e51bd37d5,Own_Extracted_Dataset.xlsx
435,pwspen,nuggetbench,d6860bf76099652b68eed0adc85d6e8eff77baab,Own_Extracted_Dataset.xlsx
436,CodeGoat24,Pref-GRPO,32decc4c6f3df15d0fd5f5d605c98c8cf9b7cbb7,Own_Extracted_Dataset.xlsx
437,huggingface,xet-core,b370cbea1058a72f3ee3d735765d1eedb1d0b174,Own_Extracted_Dataset.xlsx
438,NVIDIA-NeMo,Export-Deploy,c7e272779137adc2ecd7e5d29d85b00c723fcd35,Own_Extracted_Dataset.xlsx
439,Wan-Video,Wan2.1,ae487cc653b4a1791fec8201af20d2102a2514f3,Own_Extracted_Dataset.xlsx
440,YWenxi,think-with-images-through-self-calling,fd872eebca5157f570de062c23a5336baf3de8ad,Own_Extracted_Dataset.xlsx
441,SlimeBoyOwO,LingChat,31b13e0393579bdf823374acece66834e0ed75a2,Own_Extracted_Dataset.xlsx
442,william-murray1204,stable-diffusion-cpp-python,91bb5c4f508a18f0b9e90c799345e4435d7369b4,Own_Extracted_Dataset.xlsx
443,eole-nlp,eole,43101dc10808d28a359b1b6691a456df2fe8a527,Own_Extracted_Dataset.xlsx
444,ISEEKYAN,mbridge,afc2fadec5586fd91dc60bd3b0ade6e858d5fe36,Own_Extracted_Dataset.xlsx
445,bytedance,mammothmoda,fea0a51c88e50c73bf759a924d121587226a1e11,Own_Extracted_Dataset.xlsx
446,SYuan03,MM-IFEngine,af6430c6e0bd9ad81cceeaf4062257d8854e9626,Own_Extracted_Dataset.xlsx
447,FudanCVL,Ref-SAM3D,95d4083d19d3aa6efb8bf56bfbedbfe482d10d5b,Own_Extracted_Dataset.xlsx
448,GeneralUserModels,pack,ccdb66d1b1332c0f9d1c8a65a77396e2110b7861,Own_Extracted_Dataset.xlsx
449,xhguo7,PAPO-Eval,b57d909f49f707f8913cf5064b9da2b50575970d,Own_Extracted_Dataset.xlsx
